name,label,Description,DescriptionFR,GroupName1,WebsiteURL1,GroupName2,WebsiteURL2,GroupName3,WebsiteURL3,GroupName4,WebsiteURL4,TCTmapsURL,Scale,ProvinceTXT,ProvinceTXTFR,Length,category,categorie,TrailType,TypeSentier,Activities,ActivitesFR,pointX,pointY
Traverse Rivière-du-Loup - Saint-Siméon,Traverse Rivière-du-Loup - Saint-Siméon,"You can board the ferry in Rivière-du-Loup and disembark in St-Siméon to enjoy the beautiful beach and charming restaurants, then return to Rivière-du-Loup on the last crossing of the day.",,Société des traversiers Québec,https://www.traversiers.com/fr/accueil/,,,,,,,,,Quebec,Québec,28.079999999999998,Water Route,Voie navigable,Ferry,Traversier,Mountain biking,Vélo de montagne,-69.87472812,47.840823000000000
Traverse Québec  - Lévis,Traverse Québec  - Lévis,"Whether you’re a foot passenger, cyclist or driver, hop on the ferry to see Quebec City from an entirely different perspective as the seasons ebb and flow. The Quebec City-Lévis ferry offers spectacular views of Old Quebec City.",,Société des traversiers Québec,https://www.traversiers.com/fr/accueil/,,,,,,,,,Quebec,Québec,1.120000000000000,Water Route,Voie navigable,Ferry,Traversier,,,-71.18837145,46.810495019999998
City of Victoria,City of Victoria,"Victoria is one of Western Canada's oldest cities. It saw its beginnings in 1843 as a Hudson’s Bay Company trading post, named in honour of Queen Victoria. David Foster Way includes a pathway design which corresponds to a number of character areas or contexts identified along the route. This section of the route allows people to experience Victoria's downtown waterfront, including the Inner Harbour; the historic Empress Hotel and Provincial Legislative Grounds; the Royal BC Museum; and, Laurel Point and Fisherman's Wharf Park. Courtesy of Leigh Siflon City of Victoria","Victoria est l’une des plus vieilles villes dans l’ouest du Canada. Elle a été construite en 1843 en tant que poste de traite de la Compagnie de la Baie d’Hudson, nommé en l’honneur de la reine Victoria. Le sentier David Foster Way fait appel à une conception qui évoque des secteurs ou contextes précis, définis en cours de route. Ce tronçon du parcours propose aux visiteurs de découvrir la zone riveraine au centre-ville de Victoria, notamment Inner Harbour, l’emblématique hôtel Empress et le terrain de l’Assemblée législative provinciale, le Musée royal de la Colombie-Britannique et les parcs Laurel Point et Fisherman's Wharf. Publié avec l’autorisation de Leigh Siflon, ville de Victoria.",Victoria Trails,https://www.victoriatrails.com/,Trails BC,https://www.trailsbc.ca/tct/vancouver-island/victoria,,,,,,,British Columbia,Colombie-Britannique,8.910000000000000,"Greenway, Road","Corridor vert, Route","Paved Trail, Paved Road","Sentier pavé, Route pavée","Walking / hiking, Road cycling, Rollerblading","Marche / randonnée pédestre, Vélo de route, Patin à roues alignées",-123.370789,48.428553200000003
Hines Creek to BC border Connector,Hines Creek to BC border Connector,,,,,,,,,,,,,Alberta,Alberta,160.860000000000014,"Greenway, Road","Corridor vert, Route","Natural Trail, Gravel Road, Paved Road","Sentier naturel, Route en gravier, Route pavée","Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-118.554237,56.276432010000001
Town of Irricana,Town of Irricana,,,,,,,,,,,,,Alberta,Alberta,1.740000000000000,Greenway,Corridor vert,Paved Trail,Sentier pavé,"Walking / hiking, Road cycling, Cross-country skiing, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Ski de fond, Raquette",-113.6129118,51.314050639999998
Irricana to Wimborne Connector,Irricana to Wimborne Connector,,,,,,,,,,,,,Alberta,Alberta,79.159999999999997,Road,Route,"Gravel Road, Paved Road","Route en gravier, Route pavée","Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-113.5954199,51.881855039999998
TransTerrebonne,TransTerrebonne,"One-way bike lanes allow cyclists to travel with the flow of traffic, eastbound or westbound. This key section of the Trail bridges the gap between Gatineau and Montreal, and connects the P’tit Train du Nord Park to the municipalities of Charlemagne, Repentigny and Montreal-East.","Des pistes cyclables à sens unique permettront aux cyclistes de rouler dans le sens de la circulation, vers l’est ou vers l’ouest. Ce tronçon essentiel raccorde le sentier entre Gatineau et Montréal, en plus de relier le parc linéaire Le P’tit Train du Nord aux municipalités de Charlemagne, Repentigny et Montréal-Est.",MRC les Moulins,https://terrebonnemascouche.com/fr/attraits-et-activites/circuit-transterrebonne/,,,,,,,,,Quebec,Québec,28.980000000000000,"Greenway, Road","Corridor vert, Route","Paved Trail, Paved Road","Sentier pavé, Route pavée","Walking / hiking, Road cycling, Cross-country skiing, Rollerblading","Marche / randonnée pédestre, Vélo de route, Ski de fond, Patin à roues alignées",-73.75540225,45.679631649999997
Ville de Charlemagne,Ville de Charlemagne,,,Ville de Charlemagne,https://www.ville.charlemagne.qc.ca/fr/portrait-et-cartes,La Route Verte,https://www.routeverte.com/cartographie-route-verte/,,,,,,,Quebec,Québec,1.090000000000000,Greenway,Corridor vert,Paved Trail,Sentier pavé,"Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-73.48159891,45.717367529999997
Whitehorse to Takhini Connector,Whitehorse to Takhini Connector,,,Klondike Snowmobile Association,http://ksa.yk.ca/trails/trans-canada-trail/,,,,,,,,,Yukon,Yukon,28.109999999999999,"Greenway, Road","Corridor vert, Route","Natural Trail, Gravel Road, Paved Road","Sentier naturel, Route en gravier, Route pavée","Walking / hiking, Road cycling, Cross-country skiing, Snowmobiling, Mountain biking, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Ski de fond, Motoneige, Vélo de montagne, Raquette",-135.1505733,60.772633710000001
The Grouard to Peace Connector,The Grouard to Peace Connector,,,,,,,,,,,,,Alberta,Alberta,170.729999999999990,"Greenway, Road","Corridor vert, Route","Gravel Trail, Paved Trail, Gravel Road, Paved Road","Sentier en poussière de pierre, Sentier pavé, Route en gravier, Route pavée","Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-116.1582105,55.523187430000000
Millet to Pipestone Connector,Millet to Pipestone Connector,,,,,,,,,,,,,Alberta,Alberta,36.439999999999998,Road,Route,"Gravel Road, Paved Road","Route en gravier, Route pavée","Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-113.8297504,53.061216289999997
Pictou to Caribou Connector,Pictou to Caribou Connector,,,,,,,,,,,,,Nova Scotia,Nouvelle-Écosse,12.480000000000000,Road,Route,Paved Road,Route pavée,"Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-62.71209684,45.675627030000001
Red Deer to Blackfalds Connector,Red Deer to Blackfalds Connector,,,,,,,,,,,,,Alberta,Alberta,4.890000000000000,Road,Route,Paved Road,Route pavée,"Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-113.817658,52.358581979999997
Glenbow Ranch Provincial Park,Glenbow Ranch Provincial Park,"Starting at the Parking Lot, Glenbow Trail provides access to Lily Loop and a beautiful west-facing scenic outlook point. The trail passes directly in front of the Park’s Visitor Information Centre where you can drop in to see our interpretive displays and talk to the very helpful staff and volunteers about what the Park offers. Winding down into the valley bottom, Glenbow Trail passes by trail junctions to Yodel Loop and Bowbend Trail, then turns to the east. From here, the walk is fairly level all the way to the old Glenbow Townsite location. Stop along the way and take a look at the Park’s engaging interpretive signs that bring to life the area’s natural and cultural resources. Courtesy of the Glenbow Ranch Park Foundation.","Le sentier Glenbow, qui part du stationnement, mène au sentier en boucle Lily et à un point de vue enchanteur donnant à l’ouest. Le sentier passe directement devant le centre d’information touristique du parc, où vous pouvez consulter nos affiches d’interprétation et vous renseigner des activités du parc auprès de notre personnel et de nos bénévoles très aimables. En descendant dans la vallée, le sentier Glenbow dépasse les jonctions du sentier en boucle Yodel et du sentier Bowbend, avant de bifurquer vers l’est. Ensuite, il court sur une surface plutôt plane jusqu’au village de Glenbow. Faites halte devant les panneaux d’interprétation attrayants du parc, qui présentent de façon vivante les ressources naturelles et culturelles de la région. Publié avec l’autorisation de la Glenbow Ranch Park Foundation.",Glenbow Ranch Provincial Park,https://albertaparks.ca/parks/kananaskis/glenbow-ranch-pp/activities-events/,,,,,,,,,Alberta,Alberta,13.060000000000000,Greenway,Corridor vert,Paved Trail,Sentier pavé,"Walking / hiking, Road cycling, Cross-country skiing, Mountain biking, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Ski de fond, Vélo de montagne, Raquette",-114.3923339,51.166537020000000
Wascana Valley Trails,Wascana Valley Trails,"Locally known as Wascana Trails, the Wascana Valley Nature Recreation Site boasts 15km of trails that are perfect for all abilities and activities including walking, hiking, mountain biking, running, snowshoeing and cross-country skiing. The area also features a great birdwatching site. The trails are marked, boast breathtaking views of the Qu'Appelle Valley and feature a variety of challenges such as gradual hills, sharp and winding descents and steep climbs. The trails west of Wascana Creek are accessible from a bridge near the parking lot. Washrooms are also available at the site's trailhead. Users are likely to encounter wildlife such as deer along the trails. Snowshoers and cross-country skiers use the ungroomed trails during the winter. No motorized vehicles, including snowmobiles, allowed. Courtesy of Tourism Saskatchewan","Connu dans la région sous le nom des sentiers Wascana, le secteur Wascana Valley Nature Recreation Site compte 15 km de sentiers parfaitement adaptés à tous les niveaux et à toutes les activités, notamment à la marche, à la randonnée pédestre, au vélo de montagne, à la course à pied, à la raquette et au ski de fond. Le secteur renferme aussi un excellent lieu d’observation d’oiseaux. Les sentiers balisés offrent des vues éblouissantes sur la vallée Qu’Appell et une variété de défis, comme des coteaux doux, des descentes rapides et sinueuses et des montées raides. Les sentiers à l’ouest du ruisseau Wascana sont accessibles depuis un pont situé près du stationnement. Au début du sentier, des toilettes sont mises à la disposition des visiteurs. Il est fort possible que les utilisateurs du sentier croisent des animaux sauvages, comme des chevreuils, en cours de route. Pour la raquette et le ski de fond, optez pour les sentiers sans entretien hivernal. Aucun véhicule motorisé n’y est admis, y compris les motoneiges. Publié avec l’autorisation de Tourisme Saskatchewan.",Tourisn Saskatchewan,http://www.tourismsaskatchewan.com/site-info/all-listings-and-packages/105290/regina---wascana-valley-trails,,,,,,,,,Saskatchewan,Saskatchewan,6.290000000000000,Greenway,Corridor vert,Natural Trail,Sentier naturel,"Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-104.835771,50.550998999999997
West Vancouver to Nanaimo Ferry,West Vancouver to Nanaimo Ferry,West Vancouver to Nanaimo Ferry is an ferry that runs from Horseshoe Bay (West Vancouver) to Newscastle Island Park (Nanaimo).,,BC Ferries,https://www.bcferries.com/routes-fares/schedules/vancouver-horseshoe-bay-nanaimo-departure-bay/HSB-NAN,,,,,,,,,British Columbia,Colombie-Britannique,57.430000000000000,Water Route,Voie navigable,Ferry,Traversier,Mountain biking,Vélo de montagne,-123.271596,49.376130000000003
Hamlet of Tuktoyaktuk,Hamlet of Tuktoyaktuk,,,,,,,,,,,,,Northwest Territories,Territoires du Nord-Ouest,7.610000000000000,Road,Route,Gravel Road,Route en gravier,"Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-133.0314559,69.406523010000001
Ville de Repentigny,Ville de Repentigny,,,Ville de Repentigny,https://recreotourismerepentigny.com/,La Route Verte,https://www.routeverte.com/cartographie-route-verte/,,,,,,,Quebec,Québec,2.250000000000000,Greenway,Corridor vert,Paved Trail,Sentier pavé,"Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-73.48360849,45.703698660000001
